video,experiment,scale,crf,tx_resolution,pixel_reduction,bpp,original_size_mb,compressed_size_mb,compression_ratio,frames_compared,reference_detections,compressed_detections,matched_detections,missed_detections,avg_conf_baseline,avg_conf_compressed,mean_confidence_drop,pseudo_recall,new_detections,pseudo_precision
8.mp4,full_crf30,1.0,30,1920x1080,1,0.0398,9.86,3.68,2.68,375,5360,5240,4777,583,0.456,0.4478,0.0083,0.8912,463,0.9116
8.mp4,full_crf35,1.0,35,1920x1080,1,0.0195,9.86,1.8,5.47,375,5360,5141,4524,836,0.4627,0.454,0.0087,0.844,617,0.88
8.mp4,full_crf40,1.0,40,1920x1080,1,0.0103,9.86,0.95,10.37,375,5360,4957,4240,1120,0.4708,0.4554,0.0154,0.791,717,0.8554
8.mp4,full_crf45,1.0,45,1920x1080,1,0.0057,9.86,0.53,18.61,375,5360,4315,3640,1720,0.4873,0.4386,0.0487,0.6791,675,0.8436
8.mp4,full_crf51,1.0,51,1920x1080,1,0.0031,9.86,0.29,34.15,375,5360,2822,2127,3233,0.5329,0.4399,0.0931,0.3968,695,0.7537
8.mp4,half_crf10,0.5,10,960x540,4,0.8871,9.86,20.56,0.48,375,5360,5691,4734,626,0.4545,0.4698,-0.0152,0.8832,957,0.8318
8.mp4,half_crf15,0.5,15,960x540,4,0.5159,9.86,11.96,0.82,375,5360,5643,4689,671,0.4559,0.4686,-0.0127,0.8748,954,0.8309
8.mp4,half_crf20,0.5,20,960x540,4,0.2809,9.86,6.51,1.51,375,5360,5521,4625,735,0.4581,0.4653,-0.0072,0.8629,896,0.8377
8.mp4,half_crf25,0.5,25,960x540,4,0.1369,9.86,3.17,3.11,375,5360,5195,4395,965,0.465,0.4651,-0.0001,0.82,800,0.846
8.mp4,half_crf30,0.5,30,960x540,4,0.0612,9.86,1.42,6.95,375,5360,4959,4163,1197,0.4717,0.4578,0.014,0.7767,796,0.8395
8.mp4,half_crf35,0.5,35,960x540,4,0.027,9.86,0.63,15.77,375,5360,4186,3569,1791,0.4894,0.4516,0.0378,0.6659,617,0.8526
8.mp4,half_crf40,0.5,40,960x540,4,0.0128,9.86,0.3,33.14,375,5360,3834,3062,2298,0.5021,0.4422,0.0598,0.5713,772,0.7986
8.mp4,half_crf45,0.5,45,960x540,4,0.0068,9.86,0.16,63.01,375,5360,2649,1998,3362,0.5304,0.4288,0.1016,0.3728,651,0.7542
8.mp4,half_crf51,0.5,51,960x540,4,0.0039,9.86,0.09,108.19,375,5360,1752,1171,4189,0.5439,0.4023,0.1415,0.2185,581,0.6684
8.mp4,quarter_crf10,0.25,10,480x270,16,1.032,9.86,5.98,1.65,375,5360,5064,4275,1085,0.4693,0.4605,0.0088,0.7976,789,0.8442
8.mp4,quarter_crf15,0.25,15,480x270,16,0.5863,9.86,3.4,2.9,375,5360,4979,4235,1125,0.4712,0.4573,0.0139,0.7901,744,0.8506
8.mp4,quarter_crf20,0.25,20,480x270,16,0.3264,9.86,1.89,5.21,375,5360,4461,3890,1470,0.4829,0.4545,0.0283,0.7257,571,0.872
8.mp4,quarter_crf25,0.25,25,480x270,16,0.1662,9.86,0.96,10.24,375,5360,4181,3553,1807,0.4904,0.4452,0.0452,0.6629,628,0.8498
8.mp4,quarter_crf30,0.25,30,480x270,16,0.0772,9.86,0.45,22.04,375,5360,3502,2953,2407,0.5139,0.442,0.0719,0.5509,549,0.8432
8.mp4,quarter_crf35,0.25,35,480x270,16,0.0343,9.86,0.2,49.59,375,5360,3246,2540,2820,0.5222,0.4442,0.078,0.4739,706,0.7825
8.mp4,quarter_crf40,0.25,40,480x270,16,0.0158,9.86,0.09,107.9,375,5360,1827,1360,4000,0.5662,0.4362,0.13,0.2537,467,0.7444
8.mp4,quarter_crf45,0.25,45,480x270,16,0.0082,9.86,0.05,207.98,375,5360,1058,676,4684,0.5694,0.3728,0.1966,0.1261,382,0.6389
8.mp4,quarter_crf51,0.25,51,480x270,16,0.0046,9.86,0.03,368.51,375,5360,638,282,5078,0.4231,0.3968,0.0263,0.0526,356,0.442
9.mp4,full_crf10,1.0,10,1280x720,1,0.3389,3.4,10.83,0.31,291,6792,6803,6660,132,0.5333,0.5327,0.0006,0.9806,143,0.979
9.mp4,full_crf15,1.0,15,1280x720,1,0.1925,3.4,6.16,0.55,291,6792,6796,6590,202,0.536,0.5348,0.0012,0.9703,206,0.9697
9.mp4,full_crf20,1.0,20,1280x720,1,0.1074,3.4,3.43,0.99,291,6792,6753,6474,318,0.5402,0.5377,0.0025,0.9532,279,0.9587
9.mp4,full_crf25,1.0,25,1280x720,1,0.0608,3.4,1.94,1.75,291,6792,6734,6343,449,0.5446,0.5392,0.0054,0.9339,391,0.9419
9.mp4,full_crf30,1.0,30,1280x720,1,0.0357,3.4,1.14,2.97,291,6792,6443,6005,787,0.557,0.5407,0.0163,0.8841,438,0.932
9.mp4,full_crf35,1.0,35,1280x720,1,0.0215,3.4,0.69,4.93,291,6792,6233,5604,1188,0.5708,0.5456,0.0252,0.8251,629,0.8991
9.mp4,full_crf40,1.0,40,1280x720,1,0.0138,3.4,0.44,7.68,291,6792,5684,5000,1792,0.5878,0.5392,0.0486,0.7362,684,0.8797
9.mp4,full_crf45,1.0,45,1280x720,1,0.0092,3.4,0.3,11.49,291,6792,4710,4007,2785,0.6116,0.5472,0.0644,0.59,703,0.8507
9.mp4,full_crf51,1.0,51,1280x720,1,0.0058,3.4,0.18,18.38,291,6792,3579,2741,4051,0.6339,0.5463,0.0876,0.4036,838,0.7659
9.mp4,half_crf10,0.5,10,640x360,4,0.5153,3.4,4.12,0.83,291,6792,6567,6316,476,0.5465,0.5384,0.0081,0.9299,251,0.9618
9.mp4,half_crf15,0.5,15,640x360,4,0.2919,3.4,2.33,1.46,291,6792,6531,6209,583,0.5501,0.5394,0.0108,0.9142,322,0.9507
9.mp4,half_crf20,0.5,20,640x360,4,0.1645,3.4,1.32,2.58,291,6792,6516,6036,756,0.5558,0.54,0.0158,0.8887,480,0.9263
9.mp4,half_crf25,0.5,25,640x360,4,0.0937,3.4,0.75,4.54,291,6792,6180,5670,1122,0.5677,0.5418,0.0259,0.8348,510,0.9175
9.mp4,half_crf30,0.5,30,640x360,4,0.054,3.4,0.43,7.87,291,6792,5768,5147,1645,0.5841,0.5382,0.046,0.7578,621,0.8923
9.mp4,half_crf35,0.5,35,640x360,4,0.0319,3.4,0.25,13.33,291,6792,5141,4426,2366,0.5966,0.535,0.0616,0.6516,715,0.8609
9.mp4,half_crf40,0.5,40,640x360,4,0.0197,3.4,0.16,21.59,291,6792,4465,3517,3275,0.6134,0.5455,0.0679,0.5178,948,0.7877
9.mp4,half_crf45,0.5,45,640x360,4,0.0125,3.4,0.1,34.01,291,6792,3358,2511,4281,0.6399,0.5359,0.104,0.3697,847,0.7478
9.mp4,half_crf51,0.5,51,640x360,4,0.0072,3.4,0.06,58.8,291,6792,1356,917,5875,0.711,0.5053,0.2057,0.135,439,0.6763
9.mp4,quarter_crf10,0.25,10,320x180,16,0.7038,3.4,1.41,2.42,291,6792,5665,5226,1566,0.5864,0.5401,0.0463,0.7694,439,0.9225
9.mp4,quarter_crf15,0.25,15,320x180,16,0.4041,3.4,0.81,4.21,291,6792,5442,4990,1802,0.5954,0.5368,0.0586,0.7347,452,0.9169
9.mp4,quarter_crf20,0.25,20,320x180,16,0.2321,3.4,0.46,7.33,291,6792,4979,4515,2277,0.6082,0.5334,0.0747,0.6648,464,0.9068
9.mp4,quarter_crf25,0.25,25,320x180,16,0.1327,3.4,0.27,12.81,291,6792,4509,3903,2889,0.6158,0.5361,0.0798,0.5746,606,0.8656
9.mp4,quarter_crf30,0.25,30,320x180,16,0.0751,3.4,0.15,22.65,291,6792,4108,3369,3423,0.6211,0.5393,0.0818,0.496,739,0.8201
9.mp4,quarter_crf35,0.25,35,320x180,16,0.0424,3.4,0.08,40.08,291,6792,3760,2840,3952,0.6287,0.5363,0.0924,0.4181,920,0.7553
9.mp4,quarter_crf40,0.25,40,320x180,16,0.0253,3.4,0.05,67.14,291,6792,2672,1822,4970,0.6439,0.4809,0.163,0.2683,850,0.6819
9.mp4,quarter_crf45,0.25,45,320x180,16,0.0156,3.4,0.03,109.31,291,6792,1317,818,5974,0.6955,0.4594,0.2361,0.1204,499,0.6211
9.mp4,quarter_crf51,0.25,51,320x180,16,0.009,3.4,0.02,188.61,291,6792,238,122,6670,0.6844,0.4111,0.2734,0.018,116,0.5126
crowd1.mp4,full_crf10,1.0,10,1280x720,1,0.3536,9.44,27.97,0.34,720,9835,9832,9507,328,0.5146,0.5146,0.0,0.9666,325,0.9669
crowd1.mp4,full_crf15,1.0,15,1280x720,1,0.1984,9.44,15.69,0.6,720,9835,9789,9372,463,0.5179,0.5167,0.0011,0.9529,417,0.9574
crowd1.mp4,full_crf20,1.0,20,1280x720,1,0.1175,9.44,9.29,1.02,720,9835,9715,9155,680,0.5227,0.5186,0.0041,0.9309,560,0.9424
crowd1.mp4,full_crf25,1.0,25,1280x720,1,0.0647,9.44,5.12,1.84,720,9835,9552,8719,1116,0.5319,0.5206,0.0113,0.8865,833,0.9128
crowd1.mp4,full_crf30,1.0,30,1280x720,1,0.035,9.44,2.77,3.41,720,9835,9276,8175,1660,0.542,0.5228,0.0192,0.8312,1101,0.8813
crowd1.mp4,full_crf35,1.0,35,1280x720,1,0.0202,9.44,1.6,5.91,720,9835,8836,7302,2533,0.5562,0.5216,0.0346,0.7425,1534,0.8264
crowd1.mp4,full_crf40,1.0,40,1280x720,1,0.0123,9.44,0.98,9.67,720,9835,7669,5885,3950,0.5769,0.5151,0.0618,0.5984,1784,0.7674
crowd1.mp4,full_crf45,1.0,45,1280x720,1,0.0078,9.44,0.61,15.36,720,9835,6008,4227,5608,0.5992,0.5004,0.0988,0.4298,1781,0.7036
crowd1.mp4,full_crf51,1.0,51,1280x720,1,0.0045,9.44,0.36,26.24,720,9835,3132,2068,7767,0.6368,0.4597,0.1771,0.2103,1064,0.6603
crowd1.mp4,half_crf10,0.5,10,640x360,4,0.5652,9.44,11.18,0.84,720,9835,9621,9008,827,0.5262,0.521,0.0052,0.9159,613,0.9363
crowd1.mp4,half_crf15,0.5,15,640x360,4,0.3044,9.44,6.02,1.57,720,9835,9493,8717,1118,0.532,0.5233,0.0087,0.8863,776,0.9183
crowd1.mp4,half_crf20,0.5,20,640x360,4,0.1588,9.44,3.14,3.01,720,9835,9281,8228,1607,0.5421,0.5246,0.0175,0.8366,1053,0.8865
crowd1.mp4,half_crf25,0.5,25,640x360,4,0.0854,9.44,1.69,5.59,720,9835,8862,7403,2432,0.5544,0.5276,0.0268,0.7527,1459,0.8354
crowd1.mp4,half_crf30,0.5,30,640x360,4,0.0479,9.44,0.95,9.97,720,9835,8132,6287,3548,0.5711,0.5196,0.0515,0.6392,1845,0.7731
crowd1.mp4,half_crf35,0.5,35,640x360,4,0.0283,9.44,0.56,16.85,720,9835,6560,4950,4885,0.5875,0.4992,0.0882,0.5033,1610,0.7546
crowd1.mp4,half_crf40,0.5,40,640x360,4,0.0168,9.44,0.33,28.41,720,9835,5277,3747,6088,0.5998,0.4855,0.1143,0.381,1530,0.7101
crowd1.mp4,half_crf45,0.5,45,640x360,4,0.0099,9.44,0.2,48.39,720,9835,3410,2230,7605,0.6111,0.4584,0.1527,0.2267,1180,0.654
crowd1.mp4,half_crf51,0.5,51,640x360,4,0.0055,9.44,0.11,86.54,720,9835,1434,547,9288,0.6354,0.4054,0.23,0.0556,887,0.3815
crowd1.mp4,quarter_crf10,0.25,10,320x180,16,0.8384,9.44,4.14,2.28,720,9835,8470,6703,3132,0.5661,0.5171,0.049,0.6815,1767,0.7914
crowd1.mp4,quarter_crf15,0.25,15,320x180,16,0.4494,9.44,2.22,4.25,720,9835,8208,6224,3611,0.5726,0.5097,0.0629,0.6328,1984,0.7583
crowd1.mp4,quarter_crf20,0.25,20,320x180,16,0.2403,9.44,1.19,7.95,720,9835,7514,5178,4657,0.587,0.4971,0.0899,0.5265,2336,0.6891
crowd1.mp4,quarter_crf25,0.25,25,320x180,16,0.1319,9.44,0.65,14.48,720,9835,6401,4160,5675,0.601,0.473,0.128,0.423,2241,0.6499
crowd1.mp4,quarter_crf30,0.25,30,320x180,16,0.0734,9.44,0.36,26.04,720,9835,4921,3306,6529,0.612,0.4696,0.1424,0.3361,1615,0.6718
crowd1.mp4,quarter_crf35,0.25,35,320x180,16,0.042,9.44,0.21,45.5,720,9835,3716,2449,7386,0.6111,0.4552,0.1558,0.249,1267,0.659
crowd1.mp4,quarter_crf40,0.25,40,320x180,16,0.0246,9.44,0.12,77.79,720,9835,3025,1960,7875,0.6126,0.4257,0.1868,0.1993,1065,0.6479
crowd1.mp4,quarter_crf45,0.25,45,320x180,16,0.0151,9.44,0.07,126.69,720,9835,1785,900,8935,0.6173,0.3806,0.2367,0.0915,885,0.5042
crowd1.mp4,quarter_crf51,0.25,51,320x180,16,0.01,9.44,0.05,190.58,720,9835,832,243,9592,0.6393,0.3879,0.2514,0.0247,589,0.2921
